modified,created,deleted,renamed,total,mod_ratio,rename_ratio,rate,label
1,0,0,0,74,0.0135135135135135,0.0,14.8,ryuk
1,0,0,0,75,0.0133333333333333,0.0,15.0,ryuk
0,0,0,1,75,0.0,0.0133333333333333,15.0,ryuk
1,0,0,0,75,0.0133333333333333,0.0,15.0,ryuk
0,0,1,0,75,0.0,0.0,15.0,ryuk
1,0,0,0,75,0.0133333333333333,0.0,15.0,ryuk
0,1,0,0,75,0.0,0.0,15.0,ryuk
1,0,0,0,75,0.0133333333333333,0.0,15.0,ryuk
1,0,0,0,75,0.0133333333333333,0.0,15.0,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,69,0.0,0.0,13.8,ryuk
1,0,0,0,64,0.015625,0.0,12.8,ryuk
0,1,0,0,64,0.0,0.0,12.8,ryuk
1,0,0,0,64,0.015625,0.0,12.8,ryuk
1,0,0,0,64,0.015625,0.0,12.8,ryuk
0,0,0,1,64,0.0,0.015625,12.8,ryuk
1,0,0,0,64,0.015625,0.0,12.8,ryuk
0,0,1,0,65,0.0,0.0,13.0,ryuk
1,0,0,0,65,0.0153846153846153,0.0,13.0,ryuk
0,1,0,0,66,0.0,0.0,13.2,ryuk
1,0,0,0,67,0.0149253731343283,0.0,13.4,ryuk
1,0,0,0,67,0.0149253731343283,0.0,13.4,ryuk
0,0,0,1,68,0.0,0.0147058823529411,13.6,ryuk
1,0,0,0,68,0.0147058823529411,0.0,13.6,ryuk
0,0,1,0,68,0.0,0.0,13.6,ryuk
1,0,0,0,68,0.0147058823529411,0.0,13.6,ryuk
0,1,0,0,69,0.0,0.0,13.8,ryuk
1,0,0,0,69,0.0144927536231884,0.0,13.8,ryuk
1,0,0,0,70,0.0142857142857142,0.0,14.0,ryuk
0,0,0,1,70,0.0,0.0142857142857142,14.0,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,1,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,74,0.0135135135135135,0.0,14.8,ryuk
0,0,1,0,74,0.0,0.0,14.8,ryuk
1,0,0,0,74,0.0135135135135135,0.0,14.8,ryuk
0,1,0,0,75,0.0,0.0,15.0,ryuk
1,0,0,0,75,0.0133333333333333,0.0,15.0,ryuk
1,0,0,0,76,0.0131578947368421,0.0,15.2,ryuk
0,0,0,1,77,0.0,0.0129870129870129,15.4,ryuk
1,0,0,0,77,0.0129870129870129,0.0,15.4,ryuk
0,0,1,0,78,0.0,0.0,15.6,ryuk
1,0,0,0,78,0.0128205128205128,0.0,15.6,ryuk
0,1,0,0,79,0.0,0.0,15.8,ryuk
1,0,0,0,79,0.0126582278481012,0.0,15.8,ryuk
1,0,0,0,80,0.0125,0.0,16.0,ryuk
0,0,0,1,80,0.0,0.0125,16.0,ryuk
1,0,0,0,81,0.0123456790123456,0.0,16.2,ryuk
0,0,1,0,81,0.0,0.0,16.2,ryuk
1,0,0,0,81,0.0123456790123456,0.0,16.2,ryuk
0,1,0,0,82,0.0,0.0,16.4,ryuk
1,0,0,0,82,0.0121951219512195,0.0,16.4,ryuk
1,0,0,0,83,0.0120481927710843,0.0,16.6,ryuk
0,0,0,1,83,0.0,0.0120481927710843,16.6,ryuk
1,0,0,0,84,0.0119047619047619,0.0,16.8,ryuk
0,0,1,0,85,0.0,0.0,17.0,ryuk
1,0,0,0,85,0.0117647058823529,0.0,17.0,ryuk
0,1,0,0,86,0.0,0.0,17.2,ryuk
1,0,0,0,86,0.0116279069767441,0.0,17.2,ryuk
1,0,0,0,87,0.0114942528735632,0.0,17.4,ryuk
0,0,0,1,87,0.0,0.0114942528735632,17.4,ryuk
1,0,0,0,88,0.0113636363636363,0.0,17.6,ryuk
0,0,1,0,88,0.0,0.0,17.6,ryuk
1,0,0,0,88,0.0113636363636363,0.0,17.6,ryuk
0,1,0,0,89,0.0,0.0,17.8,ryuk
1,0,0,0,90,0.0111111111111111,0.0,18.0,ryuk
1,0,0,0,90,0.0111111111111111,0.0,18.0,ryuk
0,0,0,1,90,0.0,0.0111111111111111,18.0,ryuk
1,0,0,0,91,0.0109890109890109,0.0,18.2,ryuk
0,0,1,0,91,0.0,0.0,18.2,ryuk
1,0,0,0,92,0.0108695652173913,0.0,18.4,ryuk
0,1,0,0,92,0.0,0.0,18.4,ryuk
1,0,0,0,93,0.010752688172043,0.0,18.6,ryuk
1,0,0,0,93,0.010752688172043,0.0,18.6,ryuk
0,0,0,1,93,0.0,0.010752688172043,18.6,ryuk
1,0,0,0,94,0.0106382978723404,0.0,18.8,ryuk
0,0,1,0,94,0.0,0.0,18.8,ryuk
1,0,0,0,95,0.0105263157894736,0.0,19.0,ryuk
0,1,0,0,95,0.0,0.0,19.0,ryuk
1,0,0,0,96,0.0104166666666666,0.0,19.2,ryuk
1,0,0,0,96,0.0104166666666666,0.0,19.2,ryuk
0,0,0,1,97,0.0,0.0103092783505154,19.4,ryuk
1,0,0,0,97,0.0103092783505154,0.0,19.4,ryuk
0,0,1,0,98,0.0,0.0,19.6,ryuk
1,0,0,0,98,0.010204081632653,0.0,19.6,ryuk
0,1,0,0,98,0.0,0.0,19.6,ryuk
1,0,0,0,99,0.0101010101010101,0.0,19.8,ryuk
1,0,0,0,99,0.0101010101010101,0.0,19.8,ryuk
0,0,0,1,100,0.0,0.01,20.0,ryuk
1,0,0,0,100,0.01,0.0,20.0,ryuk
0,0,1,0,99,0.0,0.0,19.8,ryuk
1,0,0,0,99,0.0101010101010101,0.0,19.8,ryuk
0,1,0,0,99,0.0,0.0,19.8,ryuk
1,0,0,0,99,0.0101010101010101,0.0,19.8,ryuk
1,0,0,0,100,0.01,0.0,20.0,ryuk
0,0,0,1,99,0.0,0.0101010101010101,19.8,ryuk
1,0,0,0,99,0.0101010101010101,0.0,19.8,ryuk
0,0,1,0,98,0.0,0.0,19.6,ryuk
1,0,0,0,98,0.010204081632653,0.0,19.6,ryuk
0,1,0,0,98,0.0,0.0,19.6,ryuk
1,0,0,0,98,0.010204081632653,0.0,19.6,ryuk
1,0,0,0,98,0.010204081632653,0.0,19.6,ryuk
0,0,0,1,99,0.0,0.0101010101010101,19.8,ryuk
1,0,0,0,100,0.01,0.0,20.0,ryuk
0,0,1,0,100,0.0,0.0,20.0,ryuk
1,0,0,0,101,0.0099009900990099,0.0,20.2,ryuk
0,1,0,0,102,0.0,0.0,20.4,ryuk
1,0,0,0,102,0.0098039215686274,0.0,20.4,ryuk
1,0,0,0,103,0.0097087378640776,0.0,20.6,ryuk
0,0,0,1,104,0.0,0.0096153846153846,20.8,ryuk
1,0,0,0,104,0.0096153846153846,0.0,20.8,ryuk
0,0,1,0,105,0.0,0.0,21.0,ryuk
1,0,0,0,106,0.0094339622641509,0.0,21.2,ryuk
0,1,0,0,107,0.0,0.0,21.4,ryuk
1,0,0,0,108,0.0092592592592592,0.0,21.6,ryuk
1,0,0,0,109,0.0091743119266055,0.0,21.8,ryuk
0,0,0,1,109,0.0,0.0091743119266055,21.8,ryuk
1,0,0,0,109,0.0091743119266055,0.0,21.8,ryuk
0,0,1,0,109,0.0,0.0,21.8,ryuk
1,0,0,0,109,0.0091743119266055,0.0,21.8,ryuk
0,1,0,0,109,0.0,0.0,21.8,ryuk
1,0,0,0,107,0.0093457943925233,0.0,21.4,ryuk
1,0,0,0,106,0.0094339622641509,0.0,21.2,ryuk
0,0,0,1,105,0.0,0.0095238095238095,21.0,ryuk
1,0,0,0,104,0.0096153846153846,0.0,20.8,ryuk
0,0,1,0,103,0.0,0.0,20.6,ryuk
1,0,0,0,101,0.0099009900990099,0.0,20.2,ryuk
0,1,0,0,101,0.0,0.0,20.2,ryuk
1,0,0,0,100,0.01,0.0,20.0,ryuk
1,0,0,0,100,0.01,0.0,20.0,ryuk
0,0,0,1,99,0.0,0.0101010101010101,19.8,ryuk
1,0,0,0,98,0.010204081632653,0.0,19.6,ryuk
0,0,1,0,97,0.0,0.0,19.4,ryuk
1,0,0,0,96,0.0104166666666666,0.0,19.2,ryuk
0,1,0,0,95,0.0,0.0,19.0,ryuk
1,0,0,0,94,0.0106382978723404,0.0,18.8,ryuk
1,0,0,0,93,0.010752688172043,0.0,18.6,ryuk
0,0,0,1,92,0.0,0.0108695652173913,18.4,ryuk
1,0,0,0,91,0.0109890109890109,0.0,18.2,ryuk
0,0,1,0,90,0.0,0.0,18.0,ryuk
1,0,0,0,89,0.0112359550561797,0.0,17.8,ryuk
0,1,0,0,89,0.0,0.0,17.8,ryuk
1,0,0,0,87,0.0114942528735632,0.0,17.4,ryuk
1,0,0,0,86,0.0116279069767441,0.0,17.2,ryuk
0,0,0,1,85,0.0,0.0117647058823529,17.0,ryuk
1,0,0,0,84,0.0119047619047619,0.0,16.8,ryuk
0,0,1,0,83,0.0,0.0,16.6,ryuk
1,0,0,0,82,0.0121951219512195,0.0,16.4,ryuk
0,1,0,0,81,0.0,0.0,16.2,ryuk
1,0,0,0,80,0.0125,0.0,16.0,ryuk
1,0,0,0,80,0.0125,0.0,16.0,ryuk
0,0,0,1,79,0.0,0.0126582278481012,15.8,ryuk
1,0,0,0,78,0.0128205128205128,0.0,15.6,ryuk
0,0,1,0,77,0.0,0.0,15.4,ryuk
1,0,0,0,76,0.0131578947368421,0.0,15.2,ryuk
0,1,0,0,75,0.0,0.0,15.0,ryuk
1,0,0,0,74,0.0135135135135135,0.0,14.8,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,1,0,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,74,0.0,0.0,14.8,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,74,0.0135135135135135,0.0,14.8,ryuk
0,0,0,1,74,0.0,0.0135135135135135,14.8,ryuk
1,0,0,0,74,0.0135135135135135,0.0,14.8,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,74,0.0,0.0,14.8,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,0,1,73,0.0,0.0136986301369863,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,0,1,0,73,0.0,0.0,14.6,ryuk
1,0,0,0,73,0.0136986301369863,0.0,14.6,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,1,0,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,71,0.0,0.0140845070422535,14.2,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,1,0,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,0,1,71,0.0,0.0140845070422535,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,1,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,1,0,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,0,1,71,0.0,0.0140845070422535,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,1,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,1,0,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,0,1,71,0.0,0.0140845070422535,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,1,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,1,0,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,70,0.0142857142857142,0.0,14.0,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,0,1,71,0.0,0.0140845070422535,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,0,1,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
0,1,0,0,71,0.0,0.0,14.2,ryuk
1,0,0,0,71,0.0140845070422535,0.0,14.2,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,1,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,1,0,0,72,0.0,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,ryuk
0,0,0,1,72,0.0,0.0138888888888888,14.4,ryuk
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,71,0.0140845070422535,0.0,14.2,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,71,0.0140845070422535,0.0,14.2,petya
0,1,0,0,71,0.0,0.0,14.2,petya
1,0,0,0,71,0.0140845070422535,0.0,14.2,petya
1,0,0,0,71,0.0140845070422535,0.0,14.2,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,71,0.0140845070422535,0.0,14.2,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,1,0,0,72,0.0,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,0,1,72,0.0,0.0138888888888888,14.4,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,74,0.0,0.0,14.8,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,0,0,1,74,0.0,0.0135135135135135,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,0,1,0,74,0.0,0.0,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,1,0,0,74,0.0,0.0,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,0,0,1,74,0.0,0.0135135135135135,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,0,1,0,74,0.0,0.0,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,1,0,0,74,0.0,0.0,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
1,0,0,0,74,0.0135135135135135,0.0,14.8,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,0,0,1,73,0.0,0.0136986301369863,14.6,petya
1,0,0,0,72,0.0138888888888888,0.0,14.4,petya
0,0,1,0,73,0.0,0.0,14.6,petya
1,0,0,0,73,0.0136986301369863,0.0,14.6,petya
0,1,0,0,73,0.0,0.0,14.6,petya
